id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
826a71fe-f185-439f-9781-06f456528e16,Diego Cavalcante,1965-10-31,950.051.799-85,31149-556,das Neves,BA,Brasil,M,0300 010 9175,95005179985@exemplo.com.br,2023-08-24
0eec77dc-b9f1-4414-87e4-763446e2d430,Bella Fogaça,1981-05-24,794.915.399-98,56633352,Siqueira,CE,Brasil,M,0500-638-6392,79491539998@exemplo.com.br,2025-03-18
cf5c5f40-b8aa-4a7b-81c4-8fb047d9447e,Maria Luísa Aparecida,2004-03-01,053.586.012-97,58976-308,da Luz do Norte,GO,Brasil,M,+55 84 6386 8781,05358601297@exemplo.com.br,2024-11-05
bc77cbc5-6310-4cda-abf9-5a880eed965d,Dra. Jade da Mota,1993-08-07,635.734.522-36,69730754,Farias de Moreira,PB,Brasil,M,+55 (084) 3520-1290,63573452236@exemplo.com.br,2025-04-26
9bf50a51-6326-48f6-9f8c-f19d48cdcc04,Dante Silveira,1981-08-28,013.237.262-15,05325-759,Nascimento,MG,Brasil,F,+55 (084) 8281-1438,01323726215@exemplo.com.br,2023-09-29
570a66ba-c102-4205-acad-13ee5b1e9505,Sra. Emanuella Farias,1984-01-10,375.473.479-45,69828800,da Rocha de Souza,RJ,Brasil,F,+55 41 9643 8241,37547347945@exemplo.com.br,2023-09-26
46a85984-1516-4ec9-b6db-5275d779d2a9,Otto Borges,1987-05-03,256.658.259-53,80438-418,Ferreira,PR,Brasil,F,11 1555 6979,25665825953@exemplo.com.br,2024-12-28
5dce5e36-75b2-4a32-b13c-3f1ce4eabffc,Marcela Fonseca,1997-11-26,830.486.073-57,72680-657,Rios,AL,Brasil,M,+55 (011) 9122 1505,83048607357@exemplo.com.br,2024-03-06
2b5c4090-a155-4f20-9e0e-2220cd3ce884,Rael Vasconcelos,1994-02-23,914.768.759-26,56076-363,Gonçalves,MS,Brasil,F,0300-911-2361,91476875926@exemplo.com.br,2024-03-24
efd812dd-dc26-47c8-bfdc-1108d188e665,Dra. Aurora da Mota,1984-05-27,696.767.261-61,13028-400,Costela da Serra,TO,Brasil,M,0800-264-0707,69676726161@exemplo.com.br,2024-08-14
c6c82712-565a-4496-98ca-734d02f49eac,Liz Souza,1990-09-11,492.370.876-30,94066261,Gonçalves de Duarte,AP,Brasil,M,+55 81 6000-9667,49237087630@exemplo.com.br,2024-06-03
d1898662-eb84-4fbf-970b-d11d56e57b1f,Matteo Silva,1988-05-22,683.944.336-90,55825465,Barros,PE,Brasil,M,84 1302 6571,68394433690@exemplo.com.br,2024-03-30
46457e33-5ef1-4c89-967a-fea25f928dda,Ana Liz Dias,1980-09-27,710.092.582-09,68153-523,Borges de Minas,GO,Brasil,F,+55 21 5798-4050,71009258209@exemplo.com.br,2024-09-27
f3b8e88a-5289-4512-a354-66b4e817c6c6,Srta. Maysa Machado,1953-04-12,206.389.065-23,49227-257,da Mata,TO,Brasil,F,(071) 5154 1189,20638906523@exemplo.com.br,2024-10-20
e8207701-405b-4059-9fc5-a5904e8fab18,Fernando Borges,2004-05-14,091.946.317-39,17936-625,Câmara das Pedras,AP,Brasil,F,+55 (061) 5625-9481,09194631739@exemplo.com.br,2023-08-01
cfbd1eb9-3ee2-46c2-83cc-518e16e1e95e,Otávio Rocha,1971-03-04,792.934.808-42,12225-178,Fogaça,RO,Brasil,M,0300-215-8726,79293480842@exemplo.com.br,2023-07-25
c6d24fe8-4733-4953-8aa6-b56cb0600b79,Luana Alves,1949-09-11,850.597.273-27,45802-746,Cavalcanti,RJ,Brasil,M,+55 (011) 2989-4208,85059727327@exemplo.com.br,2023-07-05
f83c7316-5952-4548-86fd-5014605e24a6,Luigi Rios,1997-05-31,435.118.946-51,12133966,Mendes da Prata,AM,Brasil,F,(061) 2190 4623,43511894651@exemplo.com.br,2023-06-29
aa48d287-322a-4bcc-b9c4-402a43311346,Olivia Rios,1949-10-12,851.968.463-78,69692474,Cassiano da Prata,SE,Brasil,M,+55 61 7321-1443,85196846378@exemplo.com.br,2024-01-12
9e6e6b9b-b323-4faa-aae8-e95ca301b182,João Sousa,1955-08-17,179.434.553-18,46661-489,Cassiano Alegre,BA,Brasil,F,+55 (021) 0528-5037,17943455318@exemplo.com.br,2024-10-23
b5fb2804-dc1e-4ba1-b496-6fb9448e768e,Hellena Garcia,1976-01-04,030.348.058-71,59740-675,da Costa da Mata,PB,Brasil,F,(084) 6627 5604,03034805871@exemplo.com.br,2025-04-26
f0e7a93d-22b6-43fa-be04-590cc260dbde,Theodoro Fogaça,1956-10-14,252.202.674-14,72265376,Farias da Serra,AM,Brasil,F,61 0899-0738,25220267414@exemplo.com.br,2024-03-26
ba5980a1-9949-4830-8637-c1e661bccd00,Joaquim Novaes,1972-07-11,856.263.119-35,43197647,Cirino,PE,Brasil,M,+55 31 7980-9632,85626311935@exemplo.com.br,2025-05-18
00f9975b-80dd-46eb-af45-7539b241db80,Nina Pacheco,1997-12-11,068.163.023-96,36968290,Cardoso,MG,Brasil,F,+55 (071) 1260 4340,06816302396@exemplo.com.br,2024-01-20
0f3d4571-815c-4a36-9066-858399b8c6af,Davi Lucca Machado,1981-08-18,012.706.270-79,46017667,Camargo da Serra,PE,Brasil,M,+55 84 9335 0892,01270627079@exemplo.com.br,2025-01-06
80c30ce8-1bc7-4239-9e9f-412e1ef64d84,Nicolas Borges,1974-02-05,334.450.959-00,69437666,Moraes,RN,Brasil,M,(061) 4126 6291,33445095900@exemplo.com.br,2024-01-31
ec401b46-c59c-4b7b-ac2b-a728b7b1ae24,Theo Fonseca,1938-11-10,054.273.930-67,59272020,Pimenta das Flores,TO,Brasil,F,(041) 8679 2345,05427393067@exemplo.com.br,2024-12-03
9b22c898-8f4c-4598-9a1c-3ee35d0b2ac6,Gabriel Macedo,1995-09-13,449.548.027-55,59162-757,Camargo do Galho,DF,Brasil,F,+55 81 8888 5142,44954802755@exemplo.com.br,2025-02-10
f8a453a5-0045-455c-bb8d-e157d95b268d,Pedro Henrique Casa Grande,1979-12-01,102.308.673-56,73125709,Barros,AM,Brasil,F,(061) 2708-7572,10230867356@exemplo.com.br,2024-09-16
130b5daf-c0e1-4f2d-ad70-685903356f6c,Melissa Rezende,1959-11-24,728.931.503-02,60932762,Martins,AM,Brasil,F,84 7842 7469,72893150302@exemplo.com.br,2025-01-01
69abddfe-11db-4cbf-9560-9e80285da236,Bianca Correia,1967-12-16,970.907.415-67,15429135,Cardoso dos Dourados,DF,Brasil,M,+55 84 8588-9242,97090741567@exemplo.com.br,2024-06-29
2009e61b-8757-4c32-80d7-3bd605d321b3,Rebeca Gomes,1936-09-02,592.221.756-29,61542367,Sá do Norte,SP,Brasil,M,(031) 7482 1362,59222175629@exemplo.com.br,2024-01-22
3df8b7b9-3df8-49a5-a10b-f01bdebd94a7,Sr. Vitor Hugo Leão,1948-01-22,569.522.554-95,31874964,Vargas,TO,Brasil,F,71 8845-5015,56952255495@exemplo.com.br,2024-01-28
84a8cb02-c199-4384-8e19-5abdba47c59b,Eduarda Ramos,1974-09-06,391.297.804-44,61559126,Novais de Casa Grande,MS,Brasil,M,84 8508 5176,39129780444@exemplo.com.br,2025-04-09
b6e98728-6879-4a31-aa06-32f4c25efa19,Emanuelly Rodrigues,1938-07-27,282.656.080-16,03191370,da Luz de Goiás,GO,Brasil,M,(071) 0724 3404,28265608016@exemplo.com.br,2025-01-03
a6a7d667-124f-4453-95c3-b3784de80ba0,Kamilly Pimenta,1984-01-25,166.214.977-89,65595501,Oliveira,ES,Brasil,M,(061) 9413-1101,16621497789@exemplo.com.br,2024-11-28
6e75e49f-7e0c-4946-ad3a-482d76844f54,Bruno Nogueira,1965-04-20,469.475.633-52,26231-583,Pastor,PB,Brasil,M,61 3745-8784,46947563352@exemplo.com.br,2024-09-09
67a71900-60df-4e2b-a8e8-6cf04b6d7a01,Antonella Ramos,1977-10-11,294.871.295-44,47674-514,Vieira do Galho,RJ,Brasil,M,(061) 9369 7249,29487129544@exemplo.com.br,2024-06-14
970e4534-123d-4bcd-9bcd-5c89f0ed5e13,Manuella Costa,1945-07-06,986.946.134-36,39050446,da Cruz,MG,Brasil,F,+55 (084) 1695-2300,98694613436@exemplo.com.br,2025-05-17
1118a9d6-3835-48f1-8ded-c20abd8a6b36,Laís da Rocha,2000-02-02,486.683.503-29,95266-463,Caldeira,CE,Brasil,M,21 6788-8459,48668350329@exemplo.com.br,2025-04-08
7b72f30d-b2cf-4ff6-9b7a-d748dbcfefba,Nathan Câmara,1964-11-09,089.610.047-31,52945-580,Pinto da Serra,MS,Brasil,F,11 5756-2554,08961004731@exemplo.com.br,2023-10-18
ba31fad8-32ef-4ec1-867e-d81e409d9074,Milena Pastor,1987-11-28,510.128.239-81,20390-603,Almeida de Minas,RJ,Brasil,F,71 4617-8033,51012823981@exemplo.com.br,2023-10-09
9daaefcd-e72f-4583-aada-8de1b68937dc,Isabela Correia,1975-05-26,169.042.444-41,88128974,Santos de Minas,PA,Brasil,F,0900-284-6755,16904244441@exemplo.com.br,2023-07-17
2515423a-79fa-4c5c-9a44-b834e93c0106,Bruna Castro,1958-02-12,913.890.988-45,29887-698,Porto Verde,TO,Brasil,F,(071) 0563-3669,91389098845@exemplo.com.br,2024-03-18
a6a4deeb-9bae-42c1-9692-b4f2e193286e,Milena da Paz,2003-07-21,367.262.001-08,86022233,da Cruz do Galho,BA,Brasil,M,(081) 5776-1509,36726200108@exemplo.com.br,2024-02-02
e621e9df-9cf4-4e66-890b-c3c33ec8571f,Liam Ramos,1944-05-15,324.190.603-83,78209-905,Dias,RR,Brasil,M,(084) 1818-8418,32419060383@exemplo.com.br,2024-01-09
22ad0088-3094-40a3-8371-c1915db95a88,Vitor Gabriel da Cunha,1973-07-14,116.410.161-37,42785-436,Sales,AP,Brasil,F,0800-086-1264,11641016137@exemplo.com.br,2025-04-22
7b50907a-5b1a-42a2-986b-7b913e848031,Camila Garcia,1935-05-17,411.961.596-36,00708-198,Mendes Verde,PI,Brasil,F,0900 712 7490,41196159636@exemplo.com.br,2025-01-30
6849020c-73d3-4b25-9628-a5e699383f95,Ana Carolina Cavalcanti,1960-11-01,380.539.401-38,01123048,Lima do Galho,RN,Brasil,M,0500 765 1873,38053940138@exemplo.com.br,2024-02-07
04db335b-c1a4-4e69-a8b1-b34dcb5d9f43,Milena Gomes,1963-10-14,565.215.253-35,24708577,da Rosa,DF,Brasil,F,0500-188-7828,56521525335@exemplo.com.br,2023-10-18
ea72a7c7-51eb-46fc-9ee1-865998377f87,Milena Peixoto,1944-11-14,650.872.102-75,98351-257,Pires,AM,Brasil,F,84 0068-5782,65087210275@exemplo.com.br,2024-01-11
79b70912-7387-40c3-a366-c7052b20c7f7,Dante Melo,1941-12-07,054.845.710-14,90360935,Silva da Praia,RO,Brasil,M,+55 (071) 7667-7035,05484571014@exemplo.com.br,2023-09-10
155811de-e000-42e9-86b8-e1ab13119930,Erick Sales,1962-05-07,748.629.064-71,25250-398,Garcia das Pedras,PI,Brasil,F,+55 84 1235 3644,74862906471@exemplo.com.br,2023-06-14
b37eabcd-9db9-4137-a274-6f319b54dc3a,Natália Melo,1938-12-02,410.323.532-01,28554-039,Guerra de Vieira,MG,Brasil,M,(041) 2605 3517,41032353201@exemplo.com.br,2024-05-16
82a3d02a-a0f7-4201-8764-c01b524585f4,Raul da Conceição,1965-12-22,723.922.942-15,97066-253,Costela da Prata,RN,Brasil,F,+55 71 6335-4766,72392294215@exemplo.com.br,2023-12-13
9d779bca-e129-4fc8-b46b-5d22afdcd0c9,Calebe Vieira,1955-03-18,634.048.258-34,46158159,Ribeiro Grande,AL,Brasil,M,+55 (041) 8477-3059,63404825834@exemplo.com.br,2023-08-14
c214450c-6a0c-43b2-8c7f-1752622a1ce3,Allana Farias,1948-05-10,123.302.070-28,68784-049,da Rocha Alegre,RS,Brasil,M,(081) 8092-5833,12330207028@exemplo.com.br,2024-06-20
4a2515b6-d205-48d8-a542-078ffa0991d9,Ana Lívia Albuquerque,1995-06-21,464.430.383-12,04285701,Vieira,PE,Brasil,F,81 5436-1397,46443038312@exemplo.com.br,2023-12-27
88e401b8-6c71-4405-a3f8-563c58d77bd6,Augusto Carvalho,1968-04-13,593.185.870-71,64731-536,Mendonça do Oeste,CE,Brasil,M,+55 84 1571-1089,59318587071@exemplo.com.br,2024-06-04
f38bea61-ce03-448a-a345-2bc13dca7593,Ana Laura Campos,1958-01-02,187.991.284-40,73949510,Pimenta do Galho,SE,Brasil,M,41 8616 0649,18799128440@exemplo.com.br,2025-06-03
d3cd775c-aece-41e3-8128-ea4cb25388d6,Allana Martins,1987-06-12,934.714.766-48,71751-065,Fernandes,PI,Brasil,F,+55 41 3291-4885,93471476648@exemplo.com.br,2023-10-09
80db49b6-a3a7-4c54-b515-80a7ae3d1997,Maria Julia Fogaça,1978-06-24,141.016.544-64,94981-379,Garcia do Norte,PB,Brasil,M,31 9737 8224,14101654464@exemplo.com.br,2024-04-16
49468175-361d-4265-88c1-471c948d05b2,Ana Sophia Barros,1949-09-08,223.328.688-36,26616943,Rios da Serra,MA,Brasil,M,71 8508-4827,22332868836@exemplo.com.br,2024-11-13
164fc207-bf02-44b2-bc0c-90d2a113972c,Dra. Manuela Marques,1962-02-15,432.925.382-43,02558236,Montenegro,AM,Brasil,F,0900 842 4569,43292538243@exemplo.com.br,2024-06-14
a5f5967e-f182-4d2e-91ed-f019b4e49ade,Emanuelly Aparecida,1982-01-14,728.711.620-29,76143-569,Macedo da Serra,RR,Brasil,F,+55 81 9245 0170,72871162029@exemplo.com.br,2024-03-17
6de97de3-54a0-4fc8-8129-27a89b004b87,Gael Ribeiro,1960-01-15,556.038.654-09,81014-612,da Luz,PB,Brasil,M,+55 84 0197-7972,55603865409@exemplo.com.br,2024-05-24
8706966d-f5a5-4beb-be1f-4308573fabf4,Nicole Silva,1982-05-28,380.891.511-90,77858781,Moreira,RS,Brasil,M,(081) 0229 3931,38089151190@exemplo.com.br,2024-12-13
a0a964a3-b426-4d2e-8ba2-9c090b25eb2c,Ana Farias,1948-10-02,191.886.393-70,55118645,Porto de Jesus,DF,Brasil,F,31 5731-6075,19188639370@exemplo.com.br,2024-03-07
d14f3da1-ef85-4590-be12-f0459c6f583a,Yan Aparecida,1970-08-26,092.790.061-40,27006878,Almeida da Mata,RN,Brasil,F,+55 41 3150 6824,09279006140@exemplo.com.br,2024-09-05
1509dc79-b1f0-4bcc-83ff-2d2ab341bc46,Alice Santos,1946-06-26,074.318.255-58,77909-146,Sampaio,RS,Brasil,M,(031) 3679 2989,07431825558@exemplo.com.br,2025-06-05
f6946662-6b70-4aa7-a954-60fcf3eb7d07,Sr. João Pedro Fernandes,1936-11-15,364.360.559-82,69348743,Cardoso do Oeste,AP,Brasil,M,0500 492 2209,36436055982@exemplo.com.br,2024-02-29
6486171a-576c-4ca7-a82c-310eab5a6b89,Sra. Emanuelly Brito,1957-12-05,132.300.736-64,96612165,Rocha,MG,Brasil,M,+55 (084) 7305-4687,13230073664@exemplo.com.br,2024-07-26
e87f0dbb-6fb1-4355-bd29-b6845809e60f,Guilherme Dias,2003-11-12,221.547.691-02,55046-501,Cirino da Prata,TO,Brasil,M,21 9373 6384,22154769102@exemplo.com.br,2025-03-28
